,cord_uid,sentence_id,section,sentence
15925,aidtsyo1,aidtsyo11915925,a. Prediction of patients in ICUs,"To obtain the actual total number of ICU admissions, we perform the following transformation:"
15996,yj9tfemw,yj9tfemw1815996,Discussion,"18 To date, a total of 226 SARS-CoV-2 (severe acute respiratory syndrome coronavirus 2) sequences have been submitted to the National Center for Biotechnology Information (NCBI"
16016,yj9tfemw,yj9tfemw316016,Infection rate classification using group testing,"Then, we perform group testing using binary splitting at the subpool level to determine the number of subpools that are infected."
16030,yj9tfemw,yj9tfemw516030,Infection rate classification using group testing,"If the result of T1 is positive, we perform two more tests, T2 (containing samples S1 and S2) and T3 (containing samples S3 and S4)."
16032,yj9tfemw,yj9tfemw516032,Infection rate classification using group testing,"If the result of only one test, T1 or T2, is positive, then we perform two more tests by breaking that pool into two smaller subpools."
16033,yj9tfemw,yj9tfemw516033,Infection rate classification using group testing,"For example, if the result of T2 is positive, then we perform two more tests, T4 on sample S3 and T5 on sample S4."
16048,yj9tfemw,yj9tfemw816048,Number of infected subpools Infection rate Number of tests required ( ),"An important difference between the strategy suggested here and conventional binary splitting is that here we perform binary splitting only until we are able to ascertain if the number of infected subpools is greater than the threshold, , or not; we do not necessarily infer all the infected subpools."
16098,0rbgbsj8,0rbgbsj82616098,Data collection,"• Demographics (including sex/gender, race, ethnicity, and age via date of birth) • Past medical history, social history, physical exam findings and physicians notes • Concurrent medications • Physical exam • Vital signs: temperature, blood pressure, heart rate, respiration rate, height and weight ."
16154,0rbgbsj8,0rbgbsj82316154,Core temperature modulation,"Modulation and control of the patient's temperature is achieved by adjusting setpoint on the external heat exchanger, which in turn controls the circulating water temperature."
16158,0rbgbsj8,0rbgbsj83516158,Sample Size and Power Determination,"[29] However, the effect of warming specific to COVID-19 patients remains uncertain, and as such, we are unable to accurately perform a power calculation for this pilot study."
16222,p1hm264z,p1hm264z2116222,(which was not peer-reviewed),"The copyright holder for this preprint consolidation, pleural effusion, air bronchogram sign and fibrotic proliferation) were included in the LASSO regression analysis (Figure 2) ."
16256,p1hm264z,p1hm264z3116256,(which was not peer-reviewed),"The DCA showed that if we choose to diagnose COVID-19 pneumonia with a 60% threshold probability, 40 out of every 100 people will benefit."
16289,p1hm264z,p1hm264z816289,Image acquisition and analysis,"CT images features mainly include four parts: (1) lesion distribution, such as bilateral lower lobes, multiple lobes, periphery distribution (2) lesion patterns, such as patchy or large patchy distribution, wedge-shaped or fan-shaped lesion parallel to or near the pleura, crazy paving pattern, (3) lesion density, such as ground glass opacities, consolidation, cavitation, (4) other signs in the lesion, such as lung nodule, nodules halo sign, subpleural nodules, centrilobular nodules, other nodules, pleural effusion, air bronchogram sign, bronchiectasis, fibrotic proliferation, bronchial wall thickening, tree-in-bud pattern, white lung (Figure 1 )."
16384,222c1jzv,222c1jzv1116384,Discussion,It is also consistent with adoption of strict movement restrictions by the government shortly before the March 20 th date.
16466,bkh6j3h4,bkh6j3h4016466,abstract,"107 surface samples, 46 air samples, two exhaled condensate samples, and two expired air samples were collected were collected within and beyond the four three-bed isolation rooms."
16471,bkh6j3h4,bkh6j3h4016471,abstract,"One of the 46 air samples was weakly positive, and this was a corridor air sample."
16472,bkh6j3h4,bkh6j3h4016472,abstract,The two exhaled condensate samples and the two expired air samples were negative.
16478,bkh6j3h4,bkh6j3h41416478,Results,The 5 th floor has a fan coil air-conditioning system with an outdoor-air supply.
16479,bkh6j3h4,bkh6j3h41416479,Results,"Two fans deliver 1000 m 3 /h and 8500 m 3 /h (2300 L/s) outdoor air to the non-patient and patient rooms, respectively."
16481,bkh6j3h4,bkh6j3h41416481,Results,"According to the original design, each of the 19 isolation rooms is provided with an average of 47 L/s of outdoor air (2.0 ACH)."
16483,bkh6j3h4,bkh6j3h41416483,Results,"Based on the CO2 data, the outdoor air-supply rate was calculated to be 64 L/s (2.5 ACH)."
16506,bkh6j3h4,bkh6j3h42016506,Results,"The numbers of air samples and surface samples that are positive, and the corresponding shortest symptom onsets in the sampling period, are also shown. ."
16522,bkh6j3h4,bkh6j3h42416522,Discussion,Deposition on exhaust grille surfaces can be a result of either long-term deposition of low-concentration particles in the air or fast deposition of high-concentration particles.
16538,bkh6j3h4,bkh6j3h42716538,Discussion,"The copyright holder for this preprint (which was not peer-reviewed) is Among the 46 air samples, only one sample (from a corridor) was weakly positive, while all others were negative."
16544,bkh6j3h4,bkh6j3h42816544,Discussion,"Our detection of the virus in the corridor air (only weakly positive, and lower than the limit of quantification), and also on the surface of the exhaust grilles in the bathroom, suggests the possible existence of airborne viruses."
16548,bkh6j3h4,bkh6j3h42916548,Discussion,Ong et al 11 also detected SARS-CoV-2 in an air-outlet fan.
16549,bkh6j3h4,bkh6j3h42916549,Discussion,"Among surfaces in a patient ward, such as a bench, bedside rail, locker, bedside table, alcohol dispenser, and windowsill, Cheng et al 15 found that only the windowsill sample (1/13) was positive for SARS-CoV-2, while the viral load of the patients was 3·3  10 6 copies per mL in the pooled nasopharyngeal sample and throat swab and 5·9  10 6 copies per mL in saliva."
16560,bkh6j3h4,bkh6j3h43516560,Discussion,The copyright holder for this preprint (which was not peer-reviewed) is Outdoor air from the courtyard All rights reserved.
16584,bkh6j3h4,bkh6j3h4316584,Environmental sampling,"Our environmental sampling was conducted in four isolation rooms, a nursing station, a corridor, an air-conditioning system, and other spaces in the airborne infectious-disease zone on the fifth floor of the hospital (Figure 1a) ."
16589,bkh6j3h4,bkh6j3h4416589,Environmental sampling,The sites for the air and surface samples are shown in Figure 1 .
16595,bkh6j3h4,bkh6j3h4416595,Environmental sampling,Summary of the sites where the air and surface samples were taken in the hospital.
16596,bkh6j3h4,bkh6j3h4416596,Environmental sampling,(A) In the air-conditioning systems of the isolation rooms and on the building roof.
16598,bkh6j3h4,bkh6j3h4516598,Environmental sampling,"For airborne-aerosol sampling, four bioaerosol samplers were used, i.e., an Andersen onestage viable impactor (QuickTake-30, SKC, USA) (sampled at 10 L/min for 30 min, Gibco cell-culture medium, 10 mL) (only used on 8 February, as its flow rate was found to be too low), an AirPort MD8 (Sartorius, Germany) (50 L/min for 20 minutes, water-soluble gel film), an ASE-100 (Langsi Medical Technology, Shenzhen, China) on 8 February (500 L/min for 2 min, biological aerosol special-collection liquid) and on 20 and 22 February (500 L/min All rights reserved."
16606,bkh6j3h4,bkh6j3h4816606,Environmental sampling,We extended our sampling sites to other areas in the hospital and its roof air-exhausts on 20 and 22 February.
16608,bkh6j3h4,bkh6j3h4816608,Environmental sampling,A detailed list of air and surface samples and sampling sites are given in Table S2 and Figure 1 .
16614,bkh6j3h4,bkh6j3h41016614,Building and its ventilation data,"We reviewed the design drawings of the building and its air-conditioning system, floor plans, and air-cleaning routes in the airborne infectious-disease zone."
16617,bkh6j3h4,bkh6j3h41016617,Building and its ventilation data,"In the area comprising the supply outlet, return inlet, and exhaust inlet in the bathroom, we measured the air speed using an anemometer (425, Testo, Germany), and recorded measurements as average values."
16618,bkh6j3h4,bkh6j3h41016618,Building and its ventilation data,"We measured CO2 concentrations in the rooms, with four people present, using an indoor air-quality meter (IAQ-Calc 7515, TSI, USA) for 24 min."
16620,bkh6j3h4,bkh6j3h41016620,Building and its ventilation data,"Finally, we estimated the ventilation rates from the measured CO2 concentrations and air speeds."
16623,bkh6j3h4,bkh6j3h4216623,Patient data,"We collected basic data of the Covid-19 patients in the sampled isolation rooms, including their date of onset of symptoms, throat-sample PCR results, CT results, symptoms, and maskwearing behaviour."
16625,bkh6j3h4,bkh6j3h4216625,Patient data,"On each date, patients and their rooms, were randomly chosen for sampling."
16716,ilxd0ih9,ilxd0ih92116716,Discussion,"A further limitation of our study regarded the fact that the neutralizing antibodies used in the Viva-diag TM test might cross-react with other corona-virus antigens, like those of the SARS-CoV. The recombinant antigen utilized in Viva-Diagis the receptor binding domain of SARS-CoV-2 spike protein for which information on possible cross-reactivity with other corona and flu viruses has not yet been studied (9) ."
16825,mqj071gp,mqj071gp7916825,Minimal Monitors:,"If suctioning a patient with an in-line suction catheter, negative pressure generated near the patient Y-piece will open the negative pressure relief valve and entrain room air (see discussion above)."
16973,mqj071gp,mqj071gp6816973,Important Information and Patient Safety Considerations,"• As the circuit is currently designed, negative circuit pressure near the patient will entrain room air through the negative-pressure relief valve -this will briefly decrease the FiO2 following in-line suctioning, or if the patient makes strong respiratory effort during the ventilator's expiratory phase."
17024,mqj071gp,mqj071gp8817024,III.,"Depending upon how ventilatory efforts align with the ventilator cycle, the effects on the spontaneously breathing patient will be variable (Appendix S1)."
17025,mqj071gp,mqj071gp8817025,III.,"In general, the spontaneously-breathing patient's tidal volumes will increase, and room air may be entrained through the negative pressure relief valve into that patient's circuit."
17102,mqj071gp,mqj071gp2717102,Instructions for Assembly,"Most marketed individual PEEP valves are designed to vent to the outside air, and are not designed to function in-line in the ventilator circuit."
17126,ls408b2b,ls408b2b417126,Methods,"Our primary outcome was the rate of change in daily COVID-19 cases in each state, calculated as the natural log of cases on each date minus the natural log of cases on the prior date."
17135,ls408b2b,ls408b2b617135,Methods,"For states that did not implement statewide restrictions on internal movement during the study period, we set the date of analysis as day 0 and attributed the prior 14 days to the pre-implementation period."
17161,ls408b2b,ls408b2b1617161,Conclusions,The red line indicates the date of implementation in each state.
